사용자,평점,댓글 내용,감정
이태윤,2,소음과 화음의 차이는 데시벨의 크기가 아닌 음과 음 사이의 설득력과 개연성 혹은 자연스러움에 있다. 그것은 영화에서도 마찬가지이다.,부정
이채리,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
강성민,1,알량한 포멧으로 영화에 수작을 걸려하면 생기는 일,부정
要尝试才能知道成功不成功,2,"어쩔….
배우들이
잘생김",부정
토끼,2,"공감 안가는 빌런, 이해할 수 없는 주인공",부정
김영롱,2,"내 아이큐 + 네 아이큐
합계 170의 머리로 완벽한 작전을 짜야해",부정
sw,2.5,"제목 데시벨, 하지만 큰 주제와는 관련 없음..
큰 주제, 생각보다 무거움..
근데 여기에 유머랑 엮으려니 잘 안섞이는 것 같음..
23.5.6 집에서",중립
생강,1,일정 데시벨 이상 시끄러우면 터지는 폭탄과 국가를 위해 복무하다가 희생된 젊은이들이라는 두 가지 소재 사이에 어떤 당위적 연결도 없고 그 각각에 어울리는 서스펜스나 숭고함도 없다. 이런 영화가 2022년에도 나왔다니 놀라울 뿐.,부정
영화기록,2.5,기분이 너무 안좋다..ㅠ,중립
최덕훈,2,심연에 가라앉은 데시벨 폭탄이라는 소재...소리없는 관객 데시벨...,부정
라스칼,2.5,소재는 신박하나 마무리는 신박하지 못했다,중립
백진호,2,이게 먼 스토리야 ㅋㅋㅋㅋ,부정
망고바나나,3.5,뭐랄까.. 열 길 물속은 알아도 한 길 사람 속을 모른다고 논하기엔 제목이 도저히 안들린다.,긍정
김남휘,1.5,서사가 너무 얕고 인과관계가 미흡하다,부정
릴오벨,2.5,"그럼 다죽어야 속이 후련했냐!!!
이종석 김래원 별점 하나
차은우 별점하나 플러스해 주겠음!!",중립
익사잇힝,2,스포일러가 포함되어 내용을 생략했습니다.,부정
보라둥이,1.5,"영화 자체의 내용이 유치하다
뻔하게 알게되는 스토리
연기 잘하는 배우들과 무엇을 한걸까",부정
yes,3.5,스토리는 모르겠고 차은우가 잘생김,긍정
Sekang,3,"영화 제목과 내용의 연관성은 아쉽지만, 소재임은 분명하다. 씬 사이 개연성도, 배우들의 연기도 나쁘지 않았다.

같은 상황에 놓인다면 또다시 같은 판단을 했을까? 라는 질문이 1시간 40분을 관통했다.",긍정
euna,3,데시벨. 제목과 포스터 때문에 너무나도 안끌렸지만 비행기에서 봤는데 나름 몰입해서 봄. 김래원이 잘한 선택인지 아직도 잘 모르겠지만 본인을 위한 선택이 아니었고 그 선택의 책임과 무게가 한 사람이 짊어지기엔 너무나도 힘든 결정이라 안타까웠음. 나름 킬링타임으로 나쁘지 않은데 제목과 포스터가 너무 에러....,긍정
김윤태,2,"데시벨이란 소재를 갖다놓고
왜 쓰지를 못하니...?",부정
Ilk,1.5,폭탄범벅,부정
뭐임마,1,으어,부정
아무거나,1,"억지 감동, 뻔한 내용..재미없다 정말..",부정
영상학개론,1.5,층간소음에도한번씩터지잖아요.,부정
서하빈,1,"2023. 04. 05.
-
ㅠㅠ...
중학생이 쓴 시나리오 같다
허트로커 보고 좀 더 공부하세요 ..ㅠ",부정
박민진,0.5,"난 정말 데시벨에 대한 영화인 줄 알았다. 웬걸, 명분 없는 복수 아닌 복수극. 이종석도 대본 고르기 실패를 다 하는구나.",부정
을시기,3,군인들의 특권의식과 계급의식이 엿보였다.,긍정
윤정신,2,이종석이 정말 아파보였다. 진짜로.,부정
코스믹라떼,2,스포일러가 포함되어 내용을 생략했습니다.,부정
leo8099,3.5,최선의 선택은 맞았지만 승자가 없는 선택이었다. 근데 데시벨은 좀 쌩뚱맞네.,긍정
이창수,0.5,잠수함에선 탈 출이 안되지만 나는 내 티비를 언제든 끌 수 있지. 중도하차 합니다.,부정
재윤,2,그래서 왜 데시벨인건데,부정
WatchaPedia,2,복수를 할거면 제대로 좀 해라,부정
안우전,2,"폭탄이 분명 나오는데 긴장감은 생기지도 않고,
스토리는 허술한건지 연결이 안되는지, 보는내내 집중이 안된 영화는 간만이었다.",부정
이가영,2,"데시벨 폭탄이라는 장치로 초반몰입도만 좋고,
결말과 내면의 이야기는 예상가능한 이야기
좋아하는 배우가 은근 많이 나와서 깜짝놀랐다.",부정
뜰릅,1.5,"이런 퀄리티의 영화를 만드니까 영화관에 안 가는 거다,,,에휴",부정
돌돌,2,스포일러가 포함되어 내용을 생략했습니다.,부정
이현석,2,"다들 모르시겠지...
""데시벨""이라는 제목도 블라인드 시사회 때에 비하면 훨씬 좋아진 이름이라는걸...",부정
공대너구리,2.5,"'칼네아데스의 판자'같은 문제의식은 좋았다 치더라도
정작 제목이자 큰 틀인 데시벨 폭탄이 가지는 의미는 뭐지..?",중립
Koincidence,2,"영화 이름이 데시벨인 이유가
단순히 폭탄의 특성 때문이라면,,",부정
조금새끼,3,이름을 데시벨이 아니라 전화벨로 하지,긍정
KHJ,1.5,제목도 주제도 시벨,부정
Ju-hyeon Lim,2.5,폭발물을 어뢰에 비교하는 테러범의 비유에 따라 데시벨에 따라 타이머의 남은 시간이 줄어드는 설정은 좋으나.... 사실상 메인은 그게 아니었는데 왜 제목을 데시벨로 지었을까...,중립
seon,1.5,"이정도면 배우들의 선구안의 문제인듯
영화 구성의 배치는 의문뿐이고
데시벨을 컨트롤하기에는 상황이 빡세고
케릭터들만 나열하다가 데시벨이 꺼져뿐다",부정
이현진,3,"진짜 소리를 들어달라는 절규 .,
세상을 속이고 자신을 속이지 못하는 목소리인거 같다.",긍정
cm,0.5,진짜 영화 개촌스럽게 만들었다. 이렇게 후지게 만드는데도 투자를 받는다는 게 어찌보면 대단한 능력이다.,부정
이용민,1.5,"제목의 오류는 둘째치고
서스펜스가 빈약하고 틈만나면 신파로 모는데
영 감정을 잡기 힘들다",부정
조현진,2,"낚시성 제목
예상 밖 전개
가벼운 진행",부정
Mu,1,예고편이 더 재밌다,부정
이수목,2.5,제목과 내용이 언발란스,중립
GHOST WRITER,1.5,데시벨 폭탄 소재와 잠수함 딜레마의 고리가 헐겁다,부정
유재희,2.5,2023.03.24.,중립
Nemexis,1,데시벨에서 '데'를 '개'로 바꿉시다.,부정
임재인,2.5,"(23.03.23)
예고편이 참 재밌었는데..",중립
1242,2,예고편은 테러범 잡는것처럼 때려놓고선..,부정
악어,1.5,소음이 커지는 순간 폭발하는 거 맞죠?!,부정
리유,2.5,대사가 잘 안들림.. 킬링타임용,중립
🌞정,2,이민기 잘생겼다,부정
서강석,1.5,인물들의 동기에 이렇게 납득이 안가기도 쉽지가 않다. 왜 저렇게 행동하지? 에 대한 대답이 안되니 쓸데없이 비장하기만 하고 겉멋든 영화가 되어버렸다.,부정
나는 내일 어제의 너와 떡볶이 조진다,2.5,지무비 당신이 책임져,중립
쭈니,3,- — - -,긍정
김현범,2,"2023.3.21
넷플릭스",부정
감자린,2,"종석씌,, 드라마만 하명 안될까,,",부정
인정,2,"그냥 킬링타임용
딱히 모난 건 없지만
인상 깊은 부분도 없었다",부정
언빈🐰,2,"2023.03.18
재미있을 줄 알았는데,,
빌런이 너무 뜬금없이 등장한데다 엉성하고 계기도 별로고 그렇다고 아예 사이코패스 같지도 않고 감동도 없고,,",부정
슈슈,2.5,"차은우이종석 케미만 좋았다...
둘이서 다른거 하나만 더 해줘ㅠ",중립
은근희,2.5,마지막 한 장면을 봐야지 이 영화가 완성 되는 듯하지만.. 그러기가 쉽지 않았다.,중립
정욱,1.5,ㅠㅠ,부정
팝콘코인,0.5,"진짜...영화가 너무 허접하고 짜친다ㅋㅋㄱㄲ
각본, 연출 모두 말할 것도 없지만
연기 디렉팅을 주말드라마st로 갈겼다
너무 웃겼다 안웃었지만",부정
최혜원,2.5,'어떤 선택이 옳은 선택이었을까'에 대한 논쟁거리를 던져주었지만 정작 '데시벨'과 관련된 명확한 범죄동기가 없다는 점. 신선한 소재를 떠올렸지만 개연성이 떨어진다.,중립
#RE2PECT,2,영화 자체의 특징은 전혀 없이 겉만 그럴듯하다.,부정
보랴미,2.5,"그러니까, 음.. 킬링타임용",중립
ㅅㅁ,2,왜 사운드 테러였던 것인가 그냥 신선한 소재가 필요했을 뿐...,부정
Hoo,2,영화제목이 이게 맞나? 싶은,부정
Nature,3,모든 캐릭터가 영웅적이라 딜레마가 딱히 딜레마로 느껴지지 않을 정도. 일반인 기자까지도 슈퍼히어로다. 별점 0.5는 이종석과 차은우 투샷에 얹었,긍정
사이다,2.5,생각보다 더 잔인한 실뽑기,중립
박상혁,0.5,와 진짜 재미없어,부정
영화너드현우,1.5,끊임없는 헛방질. 결국엔 시원하게 아웃.,부정
수연,1.5,다 봤는데 주제를 모르겠는 영화...,부정
지선생,2.5,"개연성은 정말 개나 준 것 같다
소재는 정말 참신했는데 제대로 이용하지 못한 느낌?
스릴을 주고 싶으면 스릴만 주든가,,, 코미디를 넣을 거면 제대로 넣든가
이도저도 아닌 느낌이 강하게 들었다",중립
A.R,4,"상업영화이지만 꽤나 굵직하고 무거운 주제를 다루고 있는 영화! 사실 폭탄, 테러로 이목을 끌었지만 실은 극한 상황에서 지도자가 내려야할 결정과 갈등, 그에 따른 막중한 책임감이 주된 내용 같았다. 그리고 고위층의 부패함까지...

잠수함 보면서 천안함 사건 생각나는 건 왜 일까ㅠㅠ
도영이 내린 결정을 보면서 와 어떻게 저런 결정을 내릴까 했지만 저 상황에선 그게 현실적인 결정이었음을...
하지만 그 책임에 반발하는 태성이의 마음도 결정을 내릴 수 밖에 없던 도영의 마음도 다 이해가 가서 마음이 복잡했졌다,,

마지막에 이르기까지 좋았다고 생각했다 일단 차은우로 연 오프닝 시퀀스 아주 굿 ^^
박병은도 이민기도 차은우도 김래원도 이종석도,, 잘생김의 향연이라 스토리와는 별개로 눈이 즐거웠다!
엔딩 크레딧에 나온 노래도 차은우가 부른 거더라... 굿

그리고 정상훈이 의외로 감초역할을 너무 잘해서 웃겼다ㅠㅠ
코믹까지 잘 잡은 것 같았음!!
종국엔 그때 상황이 온다면 어떤 선택을 내릴 건지 하고 묻는 대오의 말에 차마 대답하지 못한 도영이도...

너무...ㅜㅜ 케미가 좋고 결말도 마음에 드는 !!!",긍정
풀죽몽,1.5,비쥬얼 말고는. . . .,부정
디듀,1,그래서 왜 그렇게 미친거니,부정
CHOPA,3,예...뭐 그럭저럭,긍정
Jiwon Kang,2.5,이종석 차은우의 비주얼만 열일했다...,중립
소야,3,"한국형 킬링타임.
2023.03.18",긍정
영화라면다좋아,0.5,최악,부정
심심풀이팝콘,0.5,왓데 시벨,부정
네주,1,"개연성이심하게없음 이상해빠진스토리+연출
괜히봤다 내시간..",부정
Goranini,2,아니 뭐 어쩌라는 영화야,부정
재상,1,"감정이 과잉되지 않은 것이 하나도 없고, 대사 촬영 연출 모든 것이 하나하나 진부하다. 너희끼리 친하고 너희끼리 이야기할 거면 영화는 왜 만들었니...",부정
감자탕와뼈해장국,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
xzx,2.5,"웃기지도 긴장감 넘치지도 슬프지도 않은 이도저도 아닌 스토리
데시벨은 굳이 왜?",중립
박깔꾜,1.5,망영 냄새 폴폴~나서 허겁지겁 봤는데 역시 틀리지 않은 내 안목,부정
MOAAI🗿,1.5,"인물은 없고 사건만 있다.

범인이 왜 '데시벨'을 사용하는지
도무지 알 수가 없다.

감독은 왜 '데시벨'을 사용하지 않는지
도무지 알 수가 없다.",부정
DC,2,?? 데시벨이랑 잠수함이랑 뭔 연관이여 대충 갖다붙이는 성의라도 붙여주자;;; 차은우는 우정출연인가?..,부정
복수할거야,2,역시 보이는 짧머보이,부정
시네마스코프,1,소리는 듣는 것이지 보는 것이 아니다,부정
Seung Cheol Lee,2,나름 볼만,부정
꾸르,2.5,"다 때려 넣고 비빈다고

비빔밥이 맛있는건 아닌..

다 드신분들께 후기 양보를..

미안합니다. 중간쯤 먹다 치웠어요..",중립
정종우,2,낡아 터진 소리,부정
레인시티,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
MINXU,2,스토리에 비해 라인업만 화려하다,부정
유원잉,1,"래원이형 때문에 보긴했지만, 너무 개연성 없고 똥같은 스토리.. 형 감독한테 뭔 약점이라도 잡혔어?",부정
김선우,1.5,소재는 재밌어서 초반이 제일 재밌었다,부정
2_Jar,1,"긴박함이라곤 하나도 없는, 정적인 액션영화!",부정
라미,2.5,제목 진짜 왜.. .. 데시벨로 한거지,중립
루를,1,"한줄평 : 천방지축 우당탕탕 빙글빙글 돌아가는 짱구 아니 김래원의 하루
.
.
.
보통 이런 영화는 보는 사람이 사건의 긴박감을 실감나게 느끼게 하거나, 대체 테러범은 왜 이런 짓을 하는가를 궁금하게 만들어야 할 텐데 둘 다 실패했다.

'데시벨 커지면 터지는 폭탄'이란 설정은 없어도 전혀 상관이 없는데, 이 영화가 여타 폭탄테러를 소재로 한 영화와 차별점이랍시고 던진 걸 못 살렸다는 뜻이겠지.

더 심각한 건 언제 폭탄 터질지 모르는 상황에 중간중간 웃기지도 않은 대사를 개그랍시고 쳐대는 건데, 그게 더 영화를 하찮게 만든다(특히 정상훈 배우가 분한 캐릭터는 존재 자체가 문제다)

때때로 대사가 잘 안 들리는 것도 짜증난다 - 배우들 발음이 유독 우물거렸던 건지 음향 작업이 제대로 안 된건지('소리'를 컨셉으로 잡았다면서... 진짜 최악이야)

이 모든 무리수(+극 분위기만 곱창내는 코미디)들을 다 엮어서 내놓은 결말이 <비상시국>이라는 것도 어처구니가 없다 (여기까지 오는 동안 도미노처럼 와르르 무너진 개연성에 대해서는 일일이 쓰기도 싫다)
- 아뇨 장엄한 음악 슬픈 경례 아무리 깔아주셔도 절반 죽여서 절반 살리기에 동의하고 싶지 않습니다 그래서도 안되고요. (이 주제에 대한 '고민'을 담고 싶으셨다면 이렇게 연출하셨으면 안 됐습니다 감독님)

넷플릭스에서 꽁으로 보는 건데도 이 지경인데 영화관에서 푯값 내고 봤으면.... 상상도 하기 싫다",부정
davidove,5,"오~ 이거 재밌어요.
가슴 졸이며 보다가 막판엔 마음이 마~이 아픕니다.
여러 가지를 생각하게 하는 이야기예요.
추천!",긍정
달리,1.5,"대사가 잘 안들린다.
특히 이종석",부정
Hyogii,2,스포일러가 포함되어 내용을 생략했습니다.,부정
캡틴영화,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
dogggy,2.5,사건의인과관계가밝혀지는후반부잠수함에서의비장함은괜찮았고더나은작품이될수도있었는데사소한연출의디테일이아쉽다.,중립
랑삥뿡,3.5,나도 형제가 있기에 이 영화의 소재인 폭탄과 데시벨에 집중 되기 보다는 주로 가족애에 대해서만 기억이 남았던 거 같다,긍정
수땡,1,"1.5배속으로 봐도 지겨운 영화를
대체 왜 만드는거임 증말 시벨
2023.3.13.",부정
혜빈,2,미안요. 보다 끔,부정
정화찡,3,"- 우리가 쓰러지면 남은 자들이 더 힘들어집니다.

무슨 선택이 옳다할 수 있을까,,",긍정
주희,2,킬링타임용 그 이상이하도 아닌..,부정
김수호천사,3.5,cg가 티가 너무 남.. cg 때문에 몰입이 깨짐.. 스토리도 아쉬운 부분이 있었지만 얼굴로 커버침,긍정
시네필훈,3,"더록 테러와 동기부여 비슷한데 기자 캐릭터 때문에 깨네
테러 스릴은 생각보다 덜하다 예고편에 낚임",긍정
정선미,2,그저 흔한 폭발물 소재 영화.,부정
준수. 준서아바이,1.5,마지막 손발이 오그라들어 웃음소리를 죽이려고 흑흑웃자 우리 애들이 '아빠 울어? 그래 아빠 울고 싶다. 이걸 귀한 시간내서 본 시간이 아까워서,부정
김영채,2,데시벨이라고 타이틀을 걸게 아니라 한라함이라고 걸어야할 것 같다.,부정
은시혁,1,"어설픈 범인 찾기 놀이
어설픈 주연 배우들의 연기
어설픈 결말",부정
리니,2,데시벨이랑 상관있는게 예고편 뿐이었어?,부정
빅토리우,1,뭐야 이거,부정
윤석영,3.5,"(스토리)
한라함 침몰
소리에 반응하는 폭탄
형제

(느낀 점)
조력자(기자)로 배우 '정상훈' 님이 나와서 좋았다
🎥의 평점이 낮아 기대를 안 하고 봤는데 생각보다 괜찮았다",긍정
드라마죽순이,1.5,"이종석..연기 미쳤다..
배우분들 연기는 좋았는데 재미가 없...그저 배우분들 비주얼 구경하는 게 좋았다.
근데 사건의 원인이 되는 이야기가 국가가 자국민(군인)을 지키지 않고 버림?받은 이야기라서 그거는 현실성있다고 생각해서 슬펐다..진짜..너무 슬펐어....
근데 그 외의 것들은 배우분들 연기,비주얼만 보기 좋았다는..",부정
김진호,3,"장르가 갈피를 잡지못함
배우들의 연기력때문에 그나마 볼만했다",긍정
한끼밧데리,,"무슨 영화를 만들고 싶었는지는 알겠는데,
메세지 전달하기엔 너무나 이도저도 아닌 함량미달이 됐습니다, 감독님.
아울러 실화에서 소재를 가져올때는 신중하고 진지하게 접근하는 태도와 더불어, 다루어도 되는 시점 고려도 있었으면.
별 상관없는 얘긴데, 차은우 얼굴 낯설어 보이네.
못 생겨보이는건 아닌데, 예능에서 보는 얼굴과 느낌이 상당히 다르다.",알 수 없음
씨앗,1.5,예고편보고 엄청기대했는데.......^^,부정
sss,1,이런 영화에 사연부여 그만,부정
전하림,3,소재도 좋고 배우들도 좋았는데 데시벨이라는 주제가 안맞았음,긍정
EJH,1.5,주제가 흐릿하니 이야기도 헐겁다.,부정
바구진,1.5,"박살난 네러티브, 찌그러진 등장인물의 입체감.",부정
지리하게,3,"그래서 폭탄은 왜 설치한 거야
소재와 주제가 붙지 않으니 영화를 보는 내내 혼란하다",긍정
최형범,3,그냥저냥,긍정
jjjani,1,흠...,부정
민또,3.5,"이순신 장군이였다면 리더로서 본인이 짧은 실 하나를 쥐고 시작하셨을듯..죽음을 앞둔 부하들에게 위로가 되어주셨을듯.. 우리나라 군인분들 정말 멋있다..이민기님..,",긍정
SOOO,2,스포일러가 포함되어 내용을 생략했습니다.,부정
뉴진스,2,안타깝다.,부정
막강,1.5,이건 아니야,부정
대연뎨녈,4.5,"슬픔의 비명을 억지로 막으려해도 막지 못했던 폭탄에
싣어 담아내려한듯 하다. 김래원의 흔들리는 큰 눈동자와
이종석의 쏳아지듯 내어놓는 그 절규는 연기로서 좋았다.
다만 굳이 웃음적 요소를 담으려 노력은 하지 않았으면
더더욱 좋을 듯 싶었다.

한국적 신파는 하나의 장르로 자리 잡았다.
장르적 색채로 잘 그려낸 깔끔한 영화이다",긍정
유지원,2,포도 사탕 집은줄 알았는데 먹고 보니 홍삼 사탕,부정
고독한인절미,0.5,차은우랑 개똑같이 생겼네 했는데 진짜 차은우네,부정
파랑새,1.5,소리는 왜???,부정
미레도레미미미,2,"개봉전에 스쳐지나가면서 예고 비슷한 걸 보고 나는 도대체 어느 부분에서 그렇게 생각하고 혼자만의 착각을 했는지는 모르겠지만 이 영화의 내용이 몇몇의 우리 세계의 사람들이 데시벨이 어느 수치 이상으로 높아지면 죽는 다른 평행세계로 떨어져서 일어나는 sf영화라고 생각했었다. 그 생각을 갖고 있는 상태로 영화를 관람해서 그런지 기대했던 내용이 아니라 좀 당황스러웠다.
이 영화 자체는 전형적인 한국형 테러 영화의 폼을 갖고 있다고 생각한다. 그냥저냥 킬링타임용으로 보기엔 나쁘지는 않은 정도?

2023.3.8",부정
모나도,2.5,"좀 그럴듯하게 못 만드나..에휴
1.5배속이 있어서 그나마 다행이다..",중립
Sofine,1,"초반의 긴장감과 영 딴판의 흐름.
이 배우들로 이렇게 밖에 못 만드는 것도
재주인듯.",부정
parksunmee,2.5,데시벨?,중립
dayeon,1.5,본격 암 유발 영화,부정
라떼,0.5,"오 굉장히 별로...
영화 보는 내내 어리둥절했다
이 화면 다음에 이 화면이 나온다고? 의 연속
개그코드가 왜 들어갔는지도 모르겠고,
하다못해 연기마저 김래원 박병은 안 나올 땐 심각.
대사가 하나도 안 들렸다
보는 내내 연상되는 음모론까지...정말 종합적으로 이 영화를 제작한 이유를 모르겠다. 극장서 안봐서 다행",부정
클래시네마 (유튜브),2,"* 3줄 리뷰

1. 과잉 속에서, 마구 터져버리는 폭탄들.

2. 국뽕 같은 분위기로 반국뽕을 부추기는.

3. 이종석이 맡은 배역이야말로, 이 영화의 가장 큰 폭탄이다.",부정
Rustice Lee,0.5,"정상훈이 처음보는 김래원을 돕는거처럼
이 영화의 개연성은 데시벨 0상태",부정
구현우,0.5,꾸역꾸역 보긴 다 봤는데 발암이...,부정
이수,2,개연성이고 나발이고 모든게 용서되는 쿠키 은우가 만든 쿠키~,부정
콩순,2,그냥… 그럼… 사실 별로에 가까움… 이종석은 이런 악역 안 어울리는 거 같다… 영화가 재미없어서 그렇게 느끼는 건지,부정
해피엔딩 덕후,0.5,악당의 억울함이 하나도 공감이 안된다;;;;,부정
다크나이트,1.5,"터뜨리고 악쓰고 음악으로 두드리는데도 뛰지 않는 심장.  소음을 이용한다는 건 어떤 이유로 선택된 테러의 방식인지 알 수 없는 가운데 비장한 순간과 많이 본 장면들 속에서 고통의 순간만을 연기하는 배우들의 헐떡임만 공허하게 날린다.
단도직입으로 시작되길래 꽤나 군더더기 없고 선명할 줄 알았더니, 그냥 설득할 마음도 논리도 없이 전개 되는 무대포 영화였다. 마지막 에필로그까지 사족인 것은 이 영화의 모든 기획회의 과정을 보여주는 듯하다.",부정
김우식,2,1년안에 바빴겠다,부정
유정혁,0.5,“남는건 비주얼밖에 없어.”,부정
Jin,0.5,"어디서 본듯한 소재들만 모은 맛없는 잡탕의 느낌.
영화발전에 1%도 도움이 되지않는 쓰레기 영화이다.",부정
fresh,3,Now and Here,긍정
나프탈란자,3,"생각보단 나쁘지 않았는데 여러모로 아쉬운.
감정씬 좀 조금 다듬고 뺐다면 한국형 다이하드가 될 수도 있었는데.
그나저나 이종석 차은우 투샷은 뭐 만화에서 튀어나온거 같다.",긍정
송형석,1.5,스포일러가 포함되어 내용을 생략했습니다.,부정
캡틴카리스마,2.5,영화 데시벨을 네자로 늘리면? 황당무계.,중립
의견,2,"정신없이 휘몰이치나 그 끝은 신파
사운드에 몰입하라는데 대사도 안들려
그냥 잘생긴 배우들 나온 액션영화",부정
레오나르도 자갈치,3,"어줍잖은 CG도
이종석의 피노키오 이후 변함없는 원툴 연기도
천안함 사건을 마치 남한 조작 사건으로 치부하는 듯한 스토리 설정도 꽤나 보기 힘들었지만

타이머 설정이 나도 모르게 긴장하게 만들었고
기대를 안해서 그런지 영화관에서 볼 걸이라고 생각될 정도로 짜임새가 괜찮았다",긍정
하작가,3,뻔한 스토리를 배우들이 데시벨 올려줌,긍정
LP,2,부합하지 못한 제목으로 어설프게 이끌어간다.,부정
한솔,2,중간중간 나오는 미디어 사투리땜에 몰입안됨,부정
수여니레고,2,"영화 제목은 데시벨인데
소리로 인한 소재가 별로 없달까….
아쉽쓰",부정
박정훈,0.5,제목 미스매칭?,부정
Seikoon72,1,폭탄이 터지는데 긴장이 하나도 안되는 배우들의 이상한 발연기..,부정
최빈,2.5,첨에만 그럴듯~ 역시나... 국뽕 더해서 2.5,중립
빠삐뿌뻬뽀,1,소재보고 기대했는디... 그렇게 됐다..,부정
캬캬캬,0.5,"김래원배우에게 안타까운 작품
몰입도가 자꾸 끊기며 스토리텔링이 시청자에게 혼란을 주기도 하며 스토리가 전체적으로 임팩트가 약함
킬링타임으로도 부족함 많이 아쉬웠던 작품",부정
HGW XX/7,2.5,배우들의 연기가 준수하고 몰입도도 높은데 왠지 모를 불쾌한 이 느낌. 이미 충분히 비극적인 사건을 더욱 몰아 부쳐 진이 빠져버리는 게 아닐까.,중립
sendingyoulove,3,요즘 영화들 소재는 신선한 걸로 정해놓고 소재 안 씀,긍정
*까라마이싱,0.5,좌파영화,부정
dora,3.5,"데시벨은 큰 상관없었지만 배우들이 잘생겼고 나름 감동적이에요
재미도있었어욤~",긍정
이지윤,2,2023.01.01 집에서,부정
Bluepond,3,긴장감있는 영화 잘 만들었다! 내가 리더라도 같은 결정을 내렸을것 같다~,긍정
정원,2.5,정치에는 적당한 거리가 필요하다. 대다수의 판단력은 완벽할 수 없기에.,중립
유정호,3,나쁘지 않은데?,긍정
현영호,1,글쎄.,부정
우주인,1.5,뭐지?,부정
고분자연구실,1.5,"연결 고리가 부족하다..
남배우들 보는 재미가 있군",부정
마자마자,1,"감독은 쿠르스크를 의식하면서 만들려고 했겠지만
결국 분열하는 감독의 자아만 보여줬음",부정
김현주,2.5,뜬끔 테러 소재를 굳이 집어넣었어야했나.. 무슨 연관이 있는 줄.. 그와 별개로 만약 내가 저 상황이라면..,중립
𝐩𝐢𝐜𝐧𝐢𝐜𝐤𝐞𝐫,1,"무슨 이야길 하고 싶은 건지
도통 모르겠다",부정
진입금지,3,"말도 안된다는 말은 하지말자,
윗놈들의 거짓말은 밥 먹듯이 일어나고 있으니까,

전개느린 개연성은 아쉬울뿐",긍정
w7w7,1,"아무리 영화계가 좌좀들한테 먹혔다지만
미 조사관와서 북한이쏜걸로 밝혀졌는데도
이런 음모론 선동영화를 만드네",부정
윤태영,1,극적인 모든 요소를 포함시키고 싶었던 감독의 욕심이 영화를 완전히 수장시켰다.,부정
팡이,2,차은우 이종석 별 하나씩 그래서 별 두개 달았음,부정
박지상,1,"옳고 그름, 군대의 이중성이 녹아있는 생존 서바이벌 영화.",부정
BONG K,0.5,데~~~시이벨!!!,부정
쩡니,3,"애매하긴해
왜 소음폭탄에 데시벨이라는제목일까싶었는데
잠수함은 소리로 어뢰나 그런것들을 찾아서 그런건가 싶은
제목을 빨간줄 또는 긴줄을잡아라 라고붙이는건어떠냐는ㅋㅋㅋㅋㅋ",긍정
영실이,0.5,스포일러가 포함되어 내용을 생략했습니다.,부정
UB,0.5,신박한 폭탄이 필요한건 알겠는데ㅋㅋㅋㅋ굳이 그 폭탄을 써야만 속이 후련했냐?,부정
라뱅뱅715,0.5,"과대광고의표본
꼭 그렇게 다 가져 가야 만 속이 후련햇냐!!!!!!!!!!!!!!!!!!!!!!!!!",부정
anj,4,이종석잘생김,긍정
료타,1.5,흥미로운 요소 몇 개 끌어다가 무데뽀로 밀어붙임.,부정
orangesong,3,"예전 스피드나 다이하드 같은 류의 간단한 액션 오락영화
나쁘지 않았다. 이종석 나온 영화중 중간이상",긍정
hong,2.5,데시벨은 뭔상관?,중립
꽃가람,2.5,"결국 영화 상영 후 남은건 이종석, 차은우 얼굴뿐",중립
엔이,3,"딱 봤을때 ‘발신제한’ 영화랑 비슷한 영화라고 느껴졌다 역시나 폭탄테러를 소재로 잡고갔기 때문에 예상과 비슷했다.
나름 이 영화도 긴장하며 봤지만 발신제한이랑 비교하면 조금 아쉬운 느낌..?

김래원이랑 이종석이 나온다..
소방서 옆 경찰서와는 또 다른 매력이..ㅎㅎ
영화는 뭔가 느낌이 달라!
연기는 뭐 말할 것이 없다 다 잘함

감상평 정리하면서 사람들은 어케 생각하는지 좀 봤는데 몇개 내가 생각했던 것과 같은게 보였다
일단 뭐라고 하는지 전달이 잘 안된다는 것…ㅎ
이미 특정데시벨 넘긴 것 같은데 안터지는 폭탄ㅋㅋㅋ
이건 걍 감안하고 보긴 했음

마지막에 사실을 밝힐때 만약 그때로 다시 돌아간다면
어떤 판단을 할건지 라는 질문에 대한 대답이 없었다는건 뭘 의미하는걸까?

공정하게 실로 뽑은건 잘했다고 생각하는데..과연그게 최선의 방법이였는지..이런게 메세지인가..ㅎㅎ
참 이래서 대장같은 직위 사람은 힘들겠다..

좀 뻔하다면..?뻔한 고런 느낌의 영화였지만
배우들 연기보는 맛으로 잼께 봤다!",긍정
지구별여행자,1,"제목만 충실히 따왔어도 반은 먹고 들어갈텐데…
뻔하고 따분한 클리셰 덩어리에 답답할 뿐.

.

사고난 잠수함에서 살아남은 자, 그 과정에서 분노한 자의 폭탄을 매개체로한 추적복수극. + 뻔한 지도층의 답습과 형제와 가족의 신파 등등.",부정
천상환,2,이도저도 아니다,부정
흐시,3,3,긍정
