사용자,평점,댓글 내용,감정
수지,2.5,"아빠가 보자고 해서 봤음
재미 없을 줄 알았는데 은근 스릴있고 재밌음
박소담 연기 최고임",중립
박인동,2.5,특히 기억에 남는 송새벽이라 영화 제목이 특송인 건가 싶기도 하고,중립
따비,3,"아역의 연기, 짧은 액션, 증거없이 진행되는 수사들 등이 개인적으로 아쉽다

보기전 상상했던 것과는 꽤나 다른 영화",긍정
Syangun,2,많이 짜증나네,부정
Keep,1.5,"동전 자동분류기마냥
영화를 보면서 실시간으로
이건 저영화
저건 이영화
착착 분류되는 양심 팔아먹은 열화복사판 영화",부정
마한음,3,자동차 액션 정말 멋잇엇다!!,긍정
SON,1,액션을 찍는 역량은 엄청 올라갔는데 스토리의 끈끈함은 제자리네,부정
노혁재,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
Ha_bin.,2,"온갖 답답한 클리셰는 다 가져다왔다.
애도 답답하고 경찰도 답답하고
주인공의 행동에 의미도 없고 개연성도 없고,
결말도 연계가 안되고.
그냥 오락성 킬링타임 장르에(카액션 아니다)
박소담 나왔다는거 하나?
하지만 그마저도 기대 이하였다.
-
베이비 드라이버의 다운다운다운그레이드 버전.
근데 그것도 엉망이던데?",부정
dayeon,2,무적이네..,부정
공포아님안봄,2.5,한국판 베이비 드라이버였으면 차라리 나을뻔했는데... 왠 어설픈 아저씨가... ㅠㅠ 그저 박소담때문에 이 점수라도 드림..,중립
JH,1.5,영화제목 : 아줌마,부정
뿜뿜,3.5,카액션보다 드라마가 길어서 조금 아쉽지만 그래도 즐거웠다.,긍정
Anna,4.5,으리!!!,긍정
네이버 영화,4,7.77,긍정
마루치,2,"< 특송 >
2020

여러분의 시간은 소중하기에 ..

별점수는 ★★

자동차 추격신(카 체이싱)은 .. 발전은 했다마는
< 분노의 질주 >에 맞춰진 사람들 성에 차기엔 멀었고

박소담, 송새벽을 제외하면 ( 김의성 배우 논외 )
연기를 연기답게 하는 배우가 없는데다
배우지망생들까지 더해지면 ..

그걸 '오케이'하고 편집을 해야했던
연출부의 속사정까지 들어줄 여유는 없다.

#특송 #박소담 #송새벽",부정
후루둥,2.5,"팝콘 영화치고 속도감이 아쉽다.
자동차, 액션 이도저도 아니네.",중립
겨ㅕㅕㅕㄹ,1.5,"📆 2022.02.25
🎟 웨이브",부정
이순준,2.5,오 촬영조명 좋당 끝,중립
지구별여행자,2,"건질건 카체이싱 정도?
수많은 클리셰들과 한정적인 캐릭터 소비는 여전히 아쉽다.",부정
새벽세시반,1.5,"잘하는거 3에
못하는거 7을

왜 그러는지
모르겠어.

잘하는거를 7하라고..",부정
형섭,2.5,한 번 보기엔 나쁘지 않음,중립
골드문트,3.5,"영화 [특송(Special Delivery)]
​
- 스트리밍 서비스로 볼까 말까 고민하는 분들에게 바치는 감상문 -
​
한 줄 평 : 레옹+아저씨+택시 ★★★☆ (별 다섯 개 만점이라 치고)
​​
몇 줄 평 : 어디서 본 듯한 영화들의 조합이지만, 박소담이라는 존재 하나로 차별화에 성공했다.
​
어지간한 관객들 모두가 예상한 대로 흘러가는 뻔 한 내용이지만, 꽤 노력한 흔적이 보이는 박소담 배우의 액션과 열연은 박수받기에 충분해 보인다.
​
송새벽 배우의 악역 연기 또한 일품이었고, 김의성 배우는.... 아 그만 좀 착하게 나와요! 어색하잖아!
​
그리고 무엇보다 잘 계산된 자동차 액션에는 점수를 주지 않을 수가 없는데, 기술적으로 많이 발전한 한국 영화의 위상을 보는 것 같아 뿌듯했다고나 할까.
​
단, 갑작스레 180도 변해버리는 박소담의 감정선은 좀 어색했는데, 배우의 문제라기보다 시나리오의 문제가 아닐까 싶다.
​
어쨌든 킬링타임용 오락영화로는 합격점.
​
이런 장르를 좋아하는 관객에게는 추천.
​
사족(蛇足)
속편이 나온다면 볼 의향 있음.
​
#특송 #SpecialDelivery #박소담 #김의성 #송새벽 #정현준",긍정
쏘울핑거,2,재미까지 저 멀리 특송 보내다.,부정
낭만중,3,"감독님..
제목을 '아줌마'로 지어주셨어야죠!",긍정
이진구,3,"살짝 뻔한 스토리이지만
나름 준수하게 뽑아준 느낌이다.
엔딩은 살짝 맘에 안든다.",긍정
915,2.5,운전대를 잡은 박소담의 모습 설렜다.,중립
메멘토,3,"차량액션은 살발하게 화려하고 배우들 연기도 상당하지만..
디테일은 잔인함으로, 언더커버는 투캅스로, 이유없이 목숨바쳐 지켜야하는게 과연 무엇이었는지.. 시나리오의 개연성이 아쉬웠다.",긍정
Kim Se Hyun,2,"나름 개똥같은 한국영화는 잘 거른다고 자부하는 편인데 어느 영화 인기유튜버가 화제의 영화라며 미리보기 초반자동차씬 깔아놓으며 엄청 재밌을것처럼 잔뜩 이빨까게 만들어서 거기에 속아
내 귀중한돈-시간 낭비한 영화. 그냥 그 10분이 다였다. 영업잘하데.. 그치.. 요새는 그딴식으로 장사,홍보,사기쳐야지.. 특송이라는 개구린 제목에서부터 의구심이 들었지만 왠지 저런 역활,캐릭터에 잘어울릴것 같은 박소담 캐릭터에 게리올드만 짝퉁이지만 k버전 송새벽이 그래도 잘살리지 않을까 살짝 기대해버렸지뭐야.. 진짜 연출연기스토리대사 개노잼 개허접 개싼티..",부정
EUCALY,2,은하야 미안해 냉정해져서,부정
서요,3,고리타분한 편견이 살짝 묻어있는 영화,긍정
kh3,1.5,여기저기서 끌어다가 갖다붙이면 뭐가 되나,부정
SSO,2.5,"분명 새로운 영화 한편을 온전히 다봤는데,  옛 영화들만 생각이 나는건지..",중립
정색한 뷘터씨,2,글로리아 트랜스포터 레옹 베이비드라이버 드라이브 익스트렉션 아저씨 의형제를 합친 힘숨찐물.,부정
여채경,3,"네러티브도 심플, 카체이싱 액션도 심플한 덕에 속시원!",긍정
사탕,2,"베이비드라이버 한번 더 보세요

영화시작  10분 그리고 송새벽 말고는

모든게 엉망임",부정
eu prattein,2,"전체적으로 많이 아쉽다
베이비 드라이버와 여자판 레옹이 생각나는 설정이지만
리드미컬함도 떨어지고
액션도 어딘가 어설프다
그나마 카체이싱은 괜찮았다
캐릭터들이 다소 1차원적이고
스토리의 핍진성도 많이 떨어진다
그래서 그런지 박소담의 연기도 어딘가 좀 많이 아쉬움이 든다 아직 원톱으로 끌어가기엔 좀 부족함이 보였다
다만 조연 배우들의 연기는 나름 중심을 잡고 내공이 보여서 좋았다",부정
산딸기,2,카체이싱은 좋은데 그 외의 것들이 너무 성의없음.,부정
one,2.5,내가 애인할래,중립
sola,2,여자버전 아저씨,부정
Yun,2.5,볼만하긴 한데 다 어디서 본거 같은 장면들...,중립
나프탈란자,3.5,"(익숙하되) 잘 빚은 솜씨.
소위 한국형 ~~에 가장 잘 부합하는 오락영화로선 본분에 충실하다.",긍정
김희정,1.5,"액션영화라고 해서 액션만 들어가면 안되는걸 절실히 알게 해준 영화.
실망스러운 스토리,  결말 그리고 한국영화 특유의 신파까지 매우 실망스러웠다.",부정
주인,3.5,킬링타임용으로 재밌음,긍정
문성진,3,아는 잘못이 없다~ 아는~,긍정
메이스1,3,주변 인물들에 대한 매력적인 묘사가 있었으면. 그래도 시간은 잘 가는 액션.,긍정
조조는나의힘,1,베이비  드라이브나 트랜스 포터를 기대한 관객들에게 아토믹 브론드를 보여주는 반전 영화.,부정
빠삐뿌뻬뽀,3.5,초반부 너무 멋있어서 두번은 돌려본 듯,긍정
황응구,2,"요즘 한국 미디어는 어떻게든 피 뒤지게 흘리면 무조건흥행하고 여성이 쿨하고 시니컬하게 나오면 거기에 사람들이 무조건 열광할거라고 생각하나보다
초반에 나오는 상쾌한 드라이브씬에 별 두개 줌",부정
재현,2.5,초반부를 보며 시원한 사이다를 주는 줄 알았는데 아이가 고구마를 계속 먹임 영화가 끝나도 목마름이 해소가 안됨,중립
Tai Woo  Jung,3.5,"송새벽
송새벽
송새벽",긍정
소영,2.5,"기어 변속 멋지다ㅋㅋ
그것 말곤 딱히..?",중립
dltcmal,2,"자동차 추격장면에 지나가는사람 하나없음

관객의 눈높이는 높아져만 가는데
영화만드는사람들의 레퍼런스 업데이트가 안되네

220212",부정
불휘불휘깊은나무,3,박소담 액션도 되네...,긍정
상상,3,기대했는데 뭔가 툭툭 끊기는 듯한 전개. 그래도 액션은 시원시원하고 만족스러웠다!,긍정
송인욱,2.5,"아저씨는 애를 찾으러 다녔고
아줌마는 애들 달고 다닌다.",중립
영화 중년,2.5,20220212 믿보배 송새벽,중립
CGV,1.5,차라리 주구장창 운전만 했더라면,부정
김샥샥,2.5,"그저 시원하게 즐기라고 깔아둔 판이기엔, '물류-이주-젠더'라는 근래 주목받는 화두에서 비롯된 발상이 너무 아깝다.",중립
영탁구,2.5,"후반으로 갈수록 총체적 난국🤭
그 중에서도 특히 한현민 포함 아역 연기가 너무 심한 수준인데, 이걸 시간내서 보고 있어야 하나 싶음",중립
가승현,2,어설픈 분노의 레옹의 질주,부정
감자,2.5,원빈의 아저씨 시대교체 박소담의 아줌마...?,중립
흐시,2.5,2.5,중립
한승태,3,푸드코트 그 메뉴..,긍정
평론가 평점,3,"이은선★★★
빠르고 거침없이, 그러나 브레이크가 걸리는

정시우★★★
후진도 있지만, 그래도 잘 달린다

김현수★★★
배달의 민족 자존심을 건 미션

박평식★★☆
베스트 드라이버, 워스트 로드웨이

김혜리★★★☆
액션, 카체이스, 캐릭터의 합. 약속한 즐거움을 확실히 배송한다",긍정
Pyroz,3,갈라져,긍정
Sanghyeok Lee,3,3까지는 아닌데 2.5보다는 낫고 뭐 그정도,긍정
박지상,1,"특별배송 시켜놓았더니 Docter who도 아니고 Screwdriver 모든 걸 해결하다니, 그래 T.A.R.D.I.S 떠나버려.",부정
ChulE,3,2022.2.10,긍정
Keonhyung Kim,3,"기대가 아예 없는 수준이었는데 꽤 잘빠진 오락영화
카체이싱도 나쁘지 않고 익숙하고 지루한 스토리에 활력을 불어넣은 액션도 충분",긍정
EK,1.5,"영화 내 윤리의 문제들을 무시함으로써, 시작부터가 꼬였다.",부정
김영욱,2,송새벽이 잘하긴 해,부정
이고,2,나름 신선했지만 역시나 감정씬은 공감되지 않는다. 갑작스런 정의의 사도...,부정
astray,2.5,"영상 색감이나 촬영 장소들, 액션 스턴트 CG나 배우 연기들, 자잘한 개그까지도 다 좋은데 이것들을 이어주는 스토리 전개 과정이 지루해서 몰입하기가 어려움. 베이비 드라이버나 드라이브 처럼 단순한 내용으로 밀고 나갈거라면 스타일리쉬 음악 사이코패스 편집증 개심하는 빌런 같은 극단적인 강한 개성들을 집중하기 쉽게 보여줬으면 하는데 재미에 발동이 걸리면 금새 맥빠지는 흐름만 반복하다 끝난 느낌이라 아쉬움.",중립
Hoo,3,운전 잘하는 아줌마의 모성애..?,긍정
MS,2,아저씨를 따라하던지 베이비드라이버를 따라하던지 어차피 따라하는거 하나만 제대로 따라하자,부정
Ilk,1,답답한 배송,부정
philleeo,4,"바리깡 대신 드라이버를 든, 오늘만 사는 아줌마의 탄생",긍정
정덤보,2.5,그나마 번뜩이는 성별의 전복도 한준희 감독의 <차이나타운>에 미치지 못하고.,중립
Park Dae-won,1.5,"카체스만 보여줬다면 그래도 조금은 괜찮다고 얘기해줄텐데 난데없이 이건 뭐 완전체도 아니고 마녀같은 액션 격투신을 보여주면서 모든게 망가지고 말았다.

그런데 , 아이를 이 어른판에 끼워 놓는건 아니지.",부정
마니아#,2,송새벽말고는 눈에들어오는케릭터가없다,부정
RagingBull,2.5,트랜스포터 박소담 편,중립
Actinium,2,"좋은 배우들로 영화를 자꾸 쉽게 만든다.
다 날아가고 조악한 싼 티가 난다.",부정
Ryu JY,2,"왜 이런 장르에선 항상 애는 상황파악을 못하고
발암으로 가는건지 이것저것 섞어대고
시원~~하게 말아 먹는 느낌",부정
레이천복,1.5,김의성땜에 작업 별점인줄 알았는데 정말 노잼이었다.,부정
홍정표,3.5,"박소담과 정현준의 사랑스런 케미, 거기에 격한 액션과 드라이빙 한 스푼씩.",긍정
문대민,2,22.02.07,부정
저질평론가,2,"괜찮은 부분을 꼽으라면 너무 어렵고,
안될만한 이유를 찾으라면 너무많은..",부정
Black Pig,2,"기대가 없으면 실망이 없어요. 우리가 영화관에 가서 영화를 보고 실망하고 분노하는 건 기대했기 때문이죠. 한국영화에 기대하지 마세요. 그러면 오히려 재밌게 볼 수 있습니다.

특히 배우 누가 나왔다고 할 때 가장 조심해야 합니다. 한국영화는 배우 한두명이 뒤집을 수 없어요. 오히려 배우의 이름값이 높다? 실망할 준비를 하고 들어가십시오. 감독과 투자자들은 관객들이 명배우에 흔들린다는 걸 너무나도 잘 압니다. 그래서 작품 자체의 질이 떨어질수록 명배우 하나에 명품조연 한둘 정도를 미끼로 씁니다.

물론 간간히 터지는 작품도 있습니다. 그걸 구분하려면 신인감독이 아닌 기성감독은 전작들을 보면 됩니다. 전작의 퀄리티가 후작의 퀄리티를 보증합니다.

우리가 무지에 기대감을 품는 건 신인감독이면 충분해요.

예고편을 보고 거르는 방법도 있습니다.
진짜는 보통 광고에 힘을 주지 않아요. 입소문이 터지면 영화 좋아하는 관객들이 제 발로 올 걸 아니까. 그런데 예고편에서 과하다 싶게 보여주는 액션이 많다? 그게 전부일 가능성이 큽니다.  그래야 떡밥들에 홀려 물리는 관객들이 많아지거든요. 짭들은 현란하게 광고하는 걸 좋아합니다.

반면 진짜는 많이 보여주고 싶어하지 않습니다. 최소한의 정보로 최대한 차단을 하여 관객들이 온전히 즐기게 만들어주고 싶으니까. 그래서 오히려 관객들이 스포하지 말아주길 바라죠.",부정
김인수,2.5,"아줌마!!
아저씨같은건가..
운전씬은 초반에 다나온듯",중립
orangesong,3.5,"오락영화로써 임무를 충실히
개인적으로 엔딩은 정말 흔해빠진거 섞어 만든 엔딩같아서 너무 별루
그 외 액션 좋고 볼만했다",긍정
왕밤빵,2,"MZ세대가 이런 거 처음 봐야 신선할
재탕 삼탕 사탕 탕탕탕",부정
돌발사태,0.5,"표정을 읽을수 없는 연기
ㅡ
난잡한 기술의 카 체이싱
ㅡ
국어책 읽는듯한 멘트
ㅡ
사랑 싸움하는 듯 한 액션",부정
PPAPPER,2.5,마켓팅 포인트를 배송으로 잡았으면 카체이스에 더 할애를 하셨어야죠...,중립
hongveler,2.5,"드라이버의 마음만은 특송, 떨어지는 신선도

보여주고 싶었겠지만 무리수도 아니고 너무 평범했다. 오프닝에서 보여준 좁은도심의 카체이싱의 열기는 갈수록 옅어지고, 역시나 뻔한 전개로 이어진다. 소년과의 유대감 형성도, 그녀를 도와줄듯한 회사와 국정원 요원도 모든게 배송완료만을 위해 급작스레 끌어당긴듯한 느낌이 강하다.

배우 송새벽의 악역은 거의 처음보는듯한데 가장 기억에 남을 캐릭터였고 그 외에는 글쎄.  이제 한국영화에서 어줍잖은 유대와 액션, 권선징악을 말하고 싶다면 다른 구성을 취해야 하지 않을까.
.",중립
최정아,2,"아는 플롯
미스 캐스팅
박소담이 연기를 펼치기엔 좁은 공간",부정
이종재,3,슝 슝 유우우우우우웅,긍정
Vonchio,1.5,"오토바이 특송 액숀 #뱅퀴시 보며 느낀 그지같은 느낌이 박소담 때문에 살짝 사라지다가 꼬맹이의 되도않는 연기에 백배는 가중된 느낌.

☞☞☞ ★★☆
카체이싱으로 모든걸 말하자면 그냥 F1을 보던지 WRC를 보지 왜 영화를 보냐???",부정
NaCl,2.5,애 나올 때 부터... 좀 싸한 느낌이... 예상대로 역시... 음...,중립
석진우,3,애가빌런...,긍정
offcentered,2,감독님이 드라이브와 레옹을 감명깊게 보셨구나,부정
쏘라,3.5,"나쁘지 않았음
적당히 긴장, 스릴 + 있음",긍정
JongBum718,2.5,스타일리쉬한 연출과 박소담 배우와 송새벽 배우의 열연이 찰떡궁합을 이룸에도 불구하고 주변 인물들이 일회성 도구처럼 쉽게 쓰여진다는 점이 아쉽다.,중립
키미태,3.5,스포일러가 포함되어 내용을 생략했습니다.,긍정
레빗구미,2.5,트랜스포터 한국판. 후반부 카체이싱이 없어 아쉽다.,중립
정윤지,2.5,거 트름좀 그만 합시다,중립
김성현,2.5,"베이비 드라이버 + 맨온파이어
???????????????????????????",중립
Taejun Um,3.5,"06.02.2022
Seah",긍정
하얀너구리,2,혹시나 했지만 역시나. 새해에도 한국 상업 영화는 유감의 연속.,부정
꾸러기맨,2,"비리경찰 깡패 국정원 외국인노동자 탈북자 등, 죄다 끌어모아 미명만 가져다 쓰기 바쁜 클리셰 덩어리. 캐릭터 스토리 컨텍스트 액션 게다가 음악컨셉까지 뭐하나 우라까이 아닌 것이 없다.",부정
JP,1,쿠팡맨 >>>>>>>특송,부정
토니,2,"그래도 김고은 보다는 나은 박소담, 나름 선방했으나 여기저기 캐릭터 가져와서 살짝 애매한 송새벽. 둘에게 별 하나씩.",부정
김정식,1,베이비드라이버고뭐고 그냥 재미가없다 개연성도없고,부정
박석호,2,'기생'에 '충'만함.,부정
Tae-Yeong Kim,3,레옹 보는 줄,긍정
gentiana,3,"그 시절 아저씨보다도 촌스런 아줌마...
그치만 박소담은 최고",긍정
ParkDrama,3,아쉽구먼,긍정
Edwood,2,뻔한 꼬마와 주인공 도주극. 카체이스라도 많이 나오지,부정
우대희,2,"카체이싱 장면은 볼만한데 (예고편에서의 이 부분  때문에 기대감이 있었는데 생각보다 카체이싱 장면은 많지 않았다. 결말 부분에서 뭔가 더 멋진 장면이 나올거라 생각했는데…) 다른 액션신들은 전혀 속도감이 느껴지지 않고 대사들도 현장감이 없이 따로 튀는 느낌..(극장에서는 어땠을지 모르겠음)

개인적으로 몸을 쓰는 액션보다는 제목 답게 카체이싱 장면 위주의 영화로 만들었으면
더 좋지 않았을까 하는 아쉬움이",부정
SeongMoLee,2,스포일러가 포함되어 내용을 생략했습니다.,부정
말콤X,2,한국판 택시?트랜스포터?,부정
JHKim,1.5,한국에는 과속방지턱이 너무 많다…,부정
경솔한 속삭임,1,봤다.,부정
위도현,1.5,카체이싱은 좋았다.,부정
류중록,2.5,박소담이 아깝다.,중립
용표,2,'레옹'을 욕먹인 영화,부정
이현만,0.5,이걸 찍어서 개봉관에 건 세일 능력에 박수...012,부정
SeungHoon Cho,1,M5로 용썼다.,부정
Mauve,1.5,2022/2/4 pc,부정
88,3,3~3.5,긍정
붉은대륙,2.5,인상 깊은 카액션의 부재,중립
잔인한詩,0.5,"공산당 배우가  나오는 영화다
***
할 수 있는 걸 해라
한국 영화제작비에
분노의 질주급을 만들 순 없다
천재가 아니고선..
천재가 아니니 관둬라..",부정
한길,2,배우의 국적을 제외하면 새로울 것 없는 차용.,부정
여덟,2.5,다른건 다 그렇다쳐도 음악연출이 너무 아쉽다.,중립
운지,,박소담 여기에선 꼴릴까,알 수 없음
전성현,2.5,"달려야 할 때 멈추고, 멈춰야 할 때 달린다",중립
장다울,2,스포일러가 포함되어 내용을 생략했습니다.,부정
태권,1,추격전과 신파의 용두사미,부정
youn,2,"보는 내내 넘 답답
저 상황에서 왜저러는지 이해불가
남는건 주인공들의 연기와 자동차 액션씬",부정
소리솔🐢,0.5,"흠 노잼..

왜 항상 깡패에 폭력에 피가 범벅일까

잔인하고 자극적이기만 할 뿐 그 뿐",부정
박준혁,1.5,스포일러가 포함되어 내용을 생략했습니다.,부정
mag,2.5,웅장했던 가슴이 옹졸해진다....,중립
조한성,0.5,스포일러가 포함되어 내용을 생략했습니다.,부정
변종연,2.5,그냥저냥 보기 좋다. 그냥 저냥 해. 음악감독은 멋져,중립
허용준,1.5,특가 아니면 안봄,부정
이 동건,2.5,가볍게 볼만 한데 트름은 안 했으면 좋겠다.,중립
이혜리,3,2022.01.23.스타필드위례cgv,긍정
카프리콘,2,"주인공의 분투에 눈길은 가지만
홀로된 아이와 악질 경찰의 관습은 언제까지 이어질 것인가.",부정
bright817,2.5,예고편 사기...,중립
.👍,1.5,진짜 참…,부정
가장 나다운 생각,3,차 액션이 멋있으나 내용은 용두사미,긍정
박현욱,1.5,2022년 1월 22일 토요일,부정
댕청미,1.5,베이비 드라이버 다운그레이드인데 이제 민폐 어린애 캐릭터를 곁들인,부정
팅키,2,특클리셰,부정
칠보,2,"여성이 주인공인 영화라 응원하고 싶지만 곳곳에 허술한 플롯이 거슬린다
성의 좀 들여 찍어라 이것들아",부정
영화로,2.5,캐릭터 구축 실패와 쿨함이 부족한게 아쉽다.,중립
김윤회,2,연기잘하는 애였어도 3-4점인데.. 애는 책만 읽고있고 그냥 애 하나 때문에 영화퀄리티가 엄청 낮아짐. 차라리 걍 빼고 박소담위주로 가지,부정
이지헌,1.5,결말은 날림공사하셨네요,부정
panicmaker,1,표정과 음향과 음악만으로 속도를 내려니 빨라질 수가 있나,부정
Nn,1.5,"...내가 뭘본거지ㅎ..
각종 인종(?)차별과 특정집단에 대한 차별을 내뱉고선
나중에 으ㅡㅡㅡ릐!! 우린 깐부쟈나! 하며 감싸주면
차별발언이 없던게 되나
찐한국인 현민아 이 역할 꼭 했어야 했냐..
아누팜을 알게된 이후로 이런 역할을 보는 시선이 달라졌다
특히나 현민이같은 경우는, 음..
굳이 이 역할을 하필 현민이한테 맡겨야 했는지 더 이해가 안감

송새벽님 연기 잘한다는 칭찬 댓글을 봤는데
나는 계속 보면서 뭔가 캐릭터성이 오정세님하고 겹쳐보였다
이런류의 역할을 물론 찰떡같이 잘 해내는 것도 있지만 쭉 이런식의 연기를 하는 것 같이 느껴졌음

여튼 영화보면서 내내 모든 장면에서 와.. 내가 뭘보고 있는거지? 하는 생각밖에 안남

내 기억에선 고영희(고양이)님이 제일 인상깊고 연기잘하고 좋았던 장면.

아 아역은 개인적으로 외모가 우리 조카닮아서 좀 많이 귀여웠음
기생충의 다송인거 보고 좀 놀랐다 ㅋㅋ

근데 요즘 보는거마다 아역 캐릭터가 왜이렇게 뒷골땡기는 작품밖에 없냐 하
덴마크드라마 레인, 스위트 투스, 로크앤키, 특송까지..
제발 미운나이애기들아 하지말라면 좀 하지말고 나대지 말라면 좀 나대지 말아줘라.. 보다가 혈압올라서 돌아가시겠다",부정
진형태,2.5,뻔한 레퍼토리에서 빛났던건 악당 아저씨뿐,중립
죠온윅,3.5,"첨에 페달 밟으면서 음악 때려부을때 예감 꽤 좋았는데,,,  아무래도 중후반부 로드트립의 늘어짐 때문에 아쉽다. 나쁜놈들도 너무 전형적으로 별 매력없이 잔인하기만 한 한국영화 조폭들이라 아쉬웠고;; 갠적으로 브금 때려부은 카액션 영화들 중 베이비 드라이버는 별로 안좋아해서 이왕 수위도 높을거 아토믹블론드로 갔으면 어땠을까 싶긴 했음. 그래도 카액션 좋아하는 입장에서 시원시원하고 좋았다 박소담 배우 인상 때문인지 뭔가 실제로도 운전 개잘할것 같음",긍정
밀즈,2,"카체이싱과 송새벽, 박소담 정말 좋지만 그 외에는 애-매

+ 마지막 액션신 브금 너무 안 어울리네요",부정
mangrove,1,배우의 재량이 배가 되어지는 영화엔 두종류가 있는 것 같다. 영화 또한 그에 준하거나 혹은 그 반대 정도 이거나,부정
조신익,2,잠깐잠깐 눈이 즐겁긴 하지만,부정
잔지나🧸,2,송새벽씨 연기...음...,부정
Laffi,2,시나리오도 연출도 다 아숩... 남는건 새벽님,부정
썽망,2,내가 요즘 너무 까탈스러워졌나 한국 영화를 못 보는 깨시민 병에 걸렸나 했는데 아니었군 감사합니다..,부정
Guano_ape,2.5,배달사고가 난 이후부터는 특송이라는 소재가 희미해지면서 극의 긴장감도 함께 희미해져만 간다.,중립
마뮤렌2,3,특송 이름값을 하기 위해 초반에 나오는 배달 카체이싱은 꽤 공들여 찍은 기분이다. 영화 베이비 드라이버 한국판 쯤 될려나 했는데 차만 몰기로는 2시간 채우기가 힘드니 타격감 있는 액션도 곁들여준다.,긍정
싱요미,2.5,어디서 많이 본 그것.,중립
민준원,2,"파스타 집에 왔는데 파스타는 아쉽고 돈까스가 가장 맛난 느낌의 영화
카 체이싱이 메인인듯 하지만 액션이 볼만한 미묘한 구성과 다소 안어울리는 배역이 아쉽다",부정
김건오,2.5,액션만큼은.,중립
민퉤,2.5,카체이싱속 아이의 징징거림,중립
쇼니,3.5,"개인적으로 트림 소리를 싫어해서 그 부분은 좀 거슬렸고, 이런 부류의 영화는 항상 이런 레파토리긴 하지만
그 연기를 박소담이 했다는 점
그리고 매우 잘 소화해준 부분에 있어서
나는 개인적으로 재밌게 봤다.
좋은 킬링타임이 되어준 특송",긍정
웃음이하루,2.5,"22. 1. 15.
뻔한 형식에 구성마저 다른 영화들과 차이가 없다.",중립
밤빵이,2,아이 하나 때문에 이렇게까지...? 굳이...?,부정
토라,3,다음 주 특송은 박소담 자매입니다^^,긍정
원영훈,,지금까지 왓챠 어플쓰면서 예상평점 1점 이하는 처음보네 ㅋㅋㅋㅋ,알 수 없음
전진호,2,"소재 음악 스토리 연출 모두가 따로노는 영화
박소담 외모와 송새벽 연기만 남았다",부정
luckyhyh,2,"국내에서 접하기 어려웠던 여성 원톱 카레이싱 범죄 액션영화 장르의 영화로,

'박소담'이 보여주는 현란한 카레이싱과 처절한 맨몸액션이 재미를 선사해 주는 영화다.

여기에 어눌한 말투뒤에 숨어 있는 광기어린 빌런 캐릭터를 소화한 '송새벽'의 열연도 추천할 만한 포인트다.

하지만 카레이싱 액션이 보여줘야 할 속도감과 박진감, 맨몸액션이 보여줘야 할 타격감이 부족하고,

클리셰 가득한 설정과 식상한 전개로 긴장감을 유지하기가 어렵게 만들고,

몰입감을 방해하는 일부 캐릭터의 설정은 영화의 큰 단점들이다.",부정
기력,1,어디 거 베껴와선 왜 자꾸 신선하다고 그러지?,부정
정현우,3.5,"스릴있지만 단기적 재미로만 가득한 팝콘무비
작품성은 제치고 오락성으로 과속주행한다.",긍정
꾸에엑,3,"은하야 너는 그냥 네 갈 길을 가는게 속 편하지 않겠니, 라는 말이 계속 차오른다. 굳이… 응? ㅇㅅㅇ)r’
카체이싱은 진짜 재밌게 찍었다. 지형지물을 기가 막히게 이용하고 슬로우를 걸었다 빨리했다 속도를 조절하면서 긴박감을 만든다. 초반 골목길 시퀀스만으로도 늦은 시간에 영화관 찾은 보람이 있었음.
박소담 배우의 머리색을 보아하니 한창 삼시세끼 산촌편 찍을 때인 것 같은데, 저렇게 액션 열심히 찍고 산촌 와서 밥 열심히 먹고 갔나 싶어 그저 귀여움 ㅎ",긍정
박상욱,3.5,카리스마 넘치는 드라이빙 액션 굳b,긍정
와니,3.5,헐리웃 영화들과 비교하면 아직 많이 부족해 보이는 건 사실이지만 한국에서도 카체이싱 영화가 더 많이 제작되길 바라며.. 고생했을 감독과 스텝들의 노고에 박수를 보내고 싶다.,긍정
아스,3.5,애비 닮아 싹수가 노란 애새끼를 굳이 구해야하나 싶고.. 군데군데 연출이나 전개가 얼레벌레한 부분이 없었던건 아닌데.. 일단 카체이싱의 스릴이나 액션의 재미 부분에서는 목표를 달성했고 다양한 변방의 구성원들로 채워넣은 캐릭터도 나쁘지 않다. 박소담 배우 얼른 건강 회복하길 바라고 나중에 멋진 액션 영화 더 찍어줬으면..!,긍정
R.,3,"""잘짜여진 카체이스와 더불어 몰입에 방해되지 않는선에서 깔끔하게 달리는 과격한 액션""",긍정
소나무파,,같은 가격내고 듄 보기 vs 특송보기,알 수 없음
jynnie,3,"전체적인 스타일은 드라이브와
베이비 드라이버가 연상되고,
악역은 레옹이 연상된다.

장단이 확연히 들어나는 영화지만
킬링타임 오락영화로써 그 장점을 과감하게 밀어붙였기에 볼만했다.",긍정
윤현식,3,"<롯데시네마 인덕원>
왜 경찰은 늦게 오는가???",긍정
Gatto,,이쯤되면 한국영화계가 우리 이번엔 뭐뭐 베꼈게? 하고 퀴즈내는수준임,알 수 없음
peru,2.5,불가능한 재기를 실현시키는 영화를 볼 때마다 '이번 한번만 넘어가준다' 생각하고 계속 넘어가는 나,중립
