사용자,평점,댓글 내용,감정
별점은깐깐히,1.5,존윅 반의 반 정도 따라간 액션씬만이 잠시나마 위로를 전한다,부정
정우형,3.5,약물작용으로 초현실을 설명하는건 너무 궁색해,긍정
20190618,1.5,"박용우는… 정말 섹시한 거 같다. 하…
세상 촌스러운 순박한 사람부터 살짝 미친 악당까지 가능하다니 신기하다.",부정
라이언,3,오랜만에 돌아온 장첸,긍정
긍정왕,2.5,범죄도시 반가워요,중립
스치,2,몸 바뀌는 장면 하나 건졌네,부정
요지경,3,"기억을 잃었는데 주인공이 갑갑하지 않으면 일단 오케이!
친구랑 같이 보니까 괜찮다. 포스터를 못 만들었다.",긍정
로지,1.5,보다가 잠 ㅎㅎ,부정
박은학,2,"소재는 베낄수 있으나, 연출은 베낄수 없다 !",부정
김향기,1.5,보다 졸려서 유체이탈할 뻔,부정
나는깐용,1.5,스포일러가 포함되어 내용을 생략했습니다.,부정
깜찍발칙,4,2022.6.5,긍정
ratte401,3,아이디어가 다 영화가 되는건 아니다,긍정
ezpz,1,아니 이게 도대체 무슨 소재람 ..!,부정
모음,4,좋아하는 소재라 개취 듬뿍,긍정
무지개,2.5,그럴싸함,중립
장대한,2.5,육체이탈..,중립
리듬타는제트기,3,좀 개연성은 없어도 난 재미있게 봤다.,긍정
김영규,4,"볼만했음.

적당한 스토리.

적당한 액션.",긍정
유킬유다이,2,"일단 액션에서 그 뭔가 아저씨를 쫓다가 개 된 듯한 어설픈 느낌
영화가 전체적으로 뭔가 빠진 음식같이 좀 아쉽다. 소재는 좋은데 영화퀄이 그걸 못 따라간다는 느낌
다만 뭐 그냥 시간죽이기로는 괜찮음.",부정
다람이,2,정말 딱 소재만 좋은 킬링타임 영화,부정
이민혁,2.5,신선함과 구닥다리 사이... 액션에 모든 것을 갈아 넣음. 뭔가 더 나아질 수 있을 수 있는 여지가 너무나도 많이 보여 아쉽다.,중립
코스믹라떼,3,배우들 연기 굿~,긍정
김현승,1.5,잡탕을 만들어 놓고 짬뽕 레시피를 읊어대면.,부정
jj,2.5,"소재는 좋았는데ㅠㅠ

22.06.01",중립
Jo NamWook,2.5,"시대를 뒷선 영화
아무리 소재가 참신해도
이렇게 연출하면 다음 영화 못 찍어요 감독님",중립
서재진,2,상황 설명하느라 보는 관객을 진빠지게한다,부정
반성훈,2.5,뭘 하고 싶었는지는 알겠으나…,중립
Gorilla,1.5,개연성이;; 장첸과 형사들의 만남,부정
이예원,2.5,"20220529
그래도 나름 참신했다고 본다",중립
미나,1.5,"박용우만 살아남은,,",부정
2nn5,3,"2022.05.31 Netflix
그럴듯한 소재의 얕은 몰입도..",긍정
철성,2,클리셰가 빙글빙글,부정
방한결,3,"액션 좋고, 연출 중에 카페로 바뀌는 씬에서 감탄했다. 스토리 소재는 좋았으나 작가도 마무리하다가 유체이탈한듯",긍정
주병환자,2.5,핫도그~,중립
hatore,2,스토리가 파악되며 초반긴장감이 급격하게 떨어지고 확 루즈해지..다가 액션신으로 막판에 머리끄댕이 잡고  간다,부정
박성현,1.5,소재따라서 스토리도 유체이탈해버렸다.,부정
김다혜,0.5,"근데 고로케 아저씨는 왜 사활 걸어가며 처음 보는 핫도그 도와주는겨?
후반에 졸았다...",부정
탱♡몽,3,킬링타임,긍정
100호,2,이게 뭔지 나도 모르겠어요,부정
홍이멍군,4,#NAME?,긍정
유나,2,신선하고 부잡스러운 핫도그,부정
익사잇힝,2.5,"기대를 안 했는데 생각보다 재미있게 본 영화.

유체 이탈할때마다 바뀌는 공간의 전환도 좋았고.

액션도 존윅이나 아저씨등을 많이 참고한듯 했지만 보는재미도 있었음.

배우들의 연기도 좋았고 특히 박용우의 연기가 상당히 임팩트있었다.... 다만 마지막에 폭주는 뭔가 영 납득이 안가는느낌이긴하지만..
그리고 또한 유체이탈을 하는 이유도 뭔가 영 납득이 가진 않았다.

소재의 신선함을 전반적으로 아주잘살리진 못한거같지만 볼만함.",중립
인아피스,1.5,그나마 액션이랑 배우때문에 0.5점 더했다,부정
콘스탄티노플,1.5,"한 숨만 나오는 개연성 제로의 각본, 연기 이탈자",부정
보통이 가장 많은게 보통,2.5,"저돌성과 가진 능력에 비해, 어처구니 없는 부주의함.

이 갭이 납득이 안돼, 납득이~

조금만 더 잘 다듬어서 만들었으면 참 괜찮았을것 같은데 아쉽다.",중립
강촌마을,3,"완성도의 아쉬움을 박용우,윤계상, 임지연의 연기몰입도가 대신 채워준다. 특히 임지연의 눈빛은 언제 저렇게 변했을까.",긍정
모르포,4,끝까지 봤음..,긍정
GREED,3,계상이형 고생했네,긍정
kh3,2,신선한 활어회로 만든 생선튀김,부정
잉어,2,개연성에 이격이 크다,부정
박우환,1.5,내용도 구성도 유체이탈...,부정
여양님,2.5,뷰티인사이드 액션버젼ㅋㅋㅋ소재아깝다 늦게 개봉 해도 디테일 좀 살려보시지.,중립
권가,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
이종혁,2.5,2022.05.27,중립
HODU,0.5,아.. 몰라도 되는 영화,부정
뭐임마,1.5,스포일러가 포함되어 내용을 생략했습니다.,부정
송하은,2.5,이해하기 어려워서 몰입이 떨어졌다.,중립
파랑새,2.5,조연들 연기가 좋았다,중립
마카롱딸기맛,0.5,이거 맞아?,부정
박선진,3,"소재는 좋은데, 왜이래?
엉성한 엘리트 특수요원이라니",긍정
조현진,2,"용두사미

초반 몰입감은 칭찬하지만, 속도감에 적응한 중후반부터는 매력이 없다.",부정
광현,3.5,이 정도면 한국 액션 영화치고 괜찮은데?,긍정
박정명,3,윤계상은 어떤 인물이 되든 멋있다 끝.,긍정
득운,1,존윅을 그리고 싶었던 한국 액션의 한계,부정
인어공주,1.5,스포일러가 포함되어 내용을 생략했습니다.,부정
dogggy,2,뷰티인사이드스릴러버젼인가?제발스릴러장르에판타지스런설정좀하지말았으면.마지막존윅스런액션신또한매우뜬금없다.,부정
무기무기,1.5,영화가 이랬다 저랬다해서 나도 유체이탈한다,부정
삼선짬뽕,2,"토니스타크 기술력 따윈 애들 장난으로 만드는 하이퍼 테크놀러지

자꾸 한얘기 또하고 또하고 또하고...근데 생각보단 재밌음",부정
dermot,2,이 좋은 소재에 K-무비식 조폭물을 끼얹어 봤습니다,부정
WAN,1.5,이탈이 아니고 멘탈이 문제,부정
생갈치1호,3,쫌..영화가 엎어진 비빔밥같다랄까...,긍정
쇼비,3,"관객에게 던진 떡밥은 흥미로왔지만 막상 낚은 고기는 기대만 못하다. 시작은 화려하였으나 그 끝은 허망하였다고나 할까?

후반부의 액션씬은 뭔가 존웍스러운데 그것도 흉내내다 마는 느낌이고 설정상 여기저기 옮겨 다니다 보니 각각의 캐릭터들의 개성들도 많이 무뎌진다. 오죽하면 관객들이 헷갈리지 않게 핫도그를 사용 하였을까?

매 12시간이라는 스스로의 설정의 한계에 갇히다 보니 이야기 구성도 자유롭지 못하다. 차라리 불규칙한 시간의 변화로 설정 했다면 좀 더 다양하고 재미있는 구성이 될 수 있었겠다.

영화 속 한 장면:
이안은 겁에 질린 행려자를 강제로 차에 태운다. 행려자는 횡설수설하며 이안에게 사실대로 말할테니 살려 달라고 하는데…

“아저씨 저예요, 핫도그.
아저씨는 고로케.”",긍정
Kevin,4,팝콘 영화 이긴 하지만 구성도 괜찮고 액션도 좋다. 완성도가 아주 높다고는 할 수 없지만 충분히 재미있다,긍정
정선미,2,나에게까지는 전달되지 않은 긴박함,부정
홍준,3,다음작품이 기대되는 감독,긍정
붐붐파우,3.5,킬링타임용으로 잼잼,긍정
김세준,3,용우형 급발진이 너무 심한거 아니오,긍정
술잔속의달빛,1,핫도그만 생각난다......,부정
황혜선,2,생각없이 보면 괜춘. 생각하기 시작하면 뭐래.,부정
이상현,3,"아무 사전지식없이 보면서.. 이정도 스토리를 헐리우드에서 만들면 헬기 3~4대는 폭파시킬거고 캐릭터 및 스토리도 더 입체화 될 수 있겠다..하면서 봤는데. 리메이크 한다니 개봉하면 봐야겠다. (22/04/09, 갤탭S4)",긍정
Jamongsoda,2.5,총하고 피만 난무~,중립
만추,2,유체아저씨 느낌이 약간 나는데..,부정
최희용,3,우리나라스럽지않은 소재와 스토리와 전개로 빠져든다,긍정
마한음,3.5,윤계상 액션 멋잇엇고 박용우 또라이 연기 인상깊었다. 지루하지 않고 궁금해지다가 결말도 깔끔했다고 생각한다.,긍정
google,4,마약의 영혼 배달기능이 보는 내내 납득되진 않았지만 나름 탄탄했다,긍정
Yves Klein,2,환상특급 시즌 2 3화 <당신 안의 누군가>를 더 억지스럽게 늘린듯한 촌스러움.,부정
노근우,3,"맛있는 재료에 받쳐주지 않는 쉐프
그 맛있는 재료만 먹은 기분",긍정
조형준,2.5,액션액션액션,중립
Kimih To,2,용두사미의 전형적인 예. 간만에 끝까지보기 힘들었네 휴…,부정
이민재,2,메인 설정 자체가 너무 부실해서 집중이 안됨,부정
piggy,0.5,스포일러가 포함되어 내용을 생략했습니다.,부정
강기웅,4.5,"한편의 콘솔게임을 한 듯
많은 조연들을 주연으로 출연시켰다는 것도
좋았다",긍정
JY,2.5,과한 소재로 쓰레기같이 풀어내기,중립
Baek Seung Hyeok,4,"후반부는 존윅의 액션씬이 스쳐감.
시리즈로 나오면 좋을듯.",긍정
문현민,1,더 재밌게 만들 수 있는 아이디어였는데.,부정
문성진,4,음.. 낫배드,긍정
잔인한詩,1,"이 영화는 권총을 막 쏴도 될 듯한
한국 기관 조직 국정원에 대한 착각에서 비롯된다

국정원 강이안은
12시간마다 유체 이탈시키는
태국산 신종 마약 에테르엑스를 빼돌리는
국정원 내부고발자 동료의 증거를 챙기다가
인질로 잡힌 국정원 아내 진아도 있고 하니
반항해서
그 실장 한달 월급보다 비싸단 약을 이빠이 맞는다

국정원 측은 남편 이안이 진아를 죽이고
자살하는 것으로 꾸미려 했는데
마침 자정이라 유체가 뺑그르르르 돌아
다른 몸에 들어가 아내를 구한다
그래서 진아가 살아있었던 것!

어쨌든 이안은 이후로 유체이탈이 돼
국정원 마약 빼돌리기 관련된 놈들 몸에
왔다리갔다리 한다
국정원에 여자도 있고

실제 영화 내에서도 여직원도 나오구만
이왕 몸바뀜 영화 만들라치면
실제적으로 다루든지 했음 좋았을 텐데
너무 쉽게 간다

여느 몸바뀜 영화는 코미디였다면
이건  스릴러인데
총기 자유화도 안 된 이 한국 땅에서
툭하면 권총질이다
국정원이 그렇게 총질에 자유로우면
재앙 정권이 바뀌고도 남았겠다 ㅋ

결국 부장의 폭주로 부하들 싸그리 다 죽이고
진아의 총에 부장은 죽고
이안의 본체는 혼수상태에 빠져있고
사건은 미궁으로 빠진단 얘기다

한국 정서와 환경에서 이게 통용되는 영화일까?
그게 의문이다

마약 효능이 비현실적인 게 아니라
그건 영화니까 그렇다 치고
국정원이 이렇다고?
글.쎄.다.....

1 / 5",부정
Keonhyung Kim,2.5,참신한 아이디어에 정확히 반비례하는 지극히 평범한 이야기,중립
잼민쓰,2,"뭔가 해보려고 하는 것 같은데 아쉽게 끝나는 영화..
본 시리즈도 약간 섞이고, 메멘토도 약간 섞이고..
근데 뭔가 좀 부족해",부정
조재규,4,"큰 기대없이 봐서 그런지 참신하고, 이야기 잘 풀어가고, 액션 좋고.. 후반부에 힘이 좀 딸리는 감이 없잖아 있지만 그정도는 애교..",긍정
쎄잉,3,"그냥 판타지인줄 알았는데 원인?이 있어서 좋았음
박용우 연기가 완전 미쳐씈ㅋㅋㅋ
그리고 거지의 이해력 무엇?ㅋㅋㅋ",긍정
박성준,3,"제목부터 말이 되는 이야기를 기대하면 안되는 거니까...
아무 생각 없이 보기엔 나쁘지 않다.",긍정
가승현,2,돔으로 매운탕끓였네,부정
이수용,0.5,아 젖같네,부정
나프탈란자,3.5,"컨셉 신선하고, 액션도 공들였는데, 묘하게 영화 내내 이질감이 든다.
외국배우들이 영어 쓰면서 총질하면 더 어울릴 분위기.
지금도 나쁘진 않지만 만약 미국영화였으면 오히려 더 괜찮게 봤을지도 모르겠다.
다만 이젠 우리 영화도 제이슨 본 스타일의 액션은 슬슬 끝물 아닌가 싶은 느낌이 영화 내내 솔솔.",긍정
박주헌,2,"액션이 좋으면 나머지가...
성긴 영화",부정
데이빗백곰,2.5,"나의 계상님..고생하셨습니다ㅠㅠ

-

박용우는 연기를 자연스럽게 잘한다. 멋있다.
계상님이 박용우처럼 연기하는 그날까지!!",중립
현영호,3,초반 앞뒤 엮기가 어려워 난해했으나 나름 재미났다.,긍정
윤태영,3,확실히 초반 강렬한 몰입도를 자랑한다. 거기까지다.,긍정
Yujin Kim,2.5,개연성 부족. 변체의 한계처럼 이야기가 빙글빙글 돌기만 함.,중립
에이든,3,"빠른 전개 좋은 액션 어색한 개연성
존윅 액션이 좋았나보다.",긍정
Ari Seo,2.5,사랑의 힘은 위대하다,중립
저스틴,3,말도 안되는 이야기지만 나름 따라가는 재미가 있다,긍정
Heiz,3,"""이유""가 더 납득이 가는 설정이었다면 좋았을 텐데.... 납득충인 나도 납득을 못 해서 앞에서 쌓아온 것이 굳건한 돌벽이 아니라 모래였다는 것을 중간에 알게 되고, 결국 밀려온 파도에 무너져 버렸다... 여러 모로 아쉬운 영화였음.
하지만 아이디어에 추가 점수!",긍정
witHDust,2,"잘 모르겠고 흥미롭지가 않네

2022. 1. 29.",부정
WonSoul,3,"""아저씨 저에요. 핫도그""
신선한 소재와 액션은 괜찮았으나,
정신없이 왔다갔다 어지러운 연출은 어지러웠다.",긍정
신병욱,3.5,"소재 good ,  조그만 더 다듬었으면 좋았을듯.",긍정
문문,3,차 탈 때 어색한게 아쉽고 미장센이 좀 투박하다 배우 연기와 연출이 약간 불협화음인듯하다 그래도 재밌었다,긍정
데이지헐,3,이 소재를 갖고 이렇게 밖에? (그러나 소재 때문에 끝까지 보긴 함),긍정
천상환,1,차라리 소설 빛길 엔딩처럼 꿈이라도 꾸나보지 라고 했으면 좀 나앗을지도 말도 안되는걸 넣어놓네,부정
박성진,2,바닥에서 고통스러운 신음소리를 내는데 공감하게 된다,부정
김수용,2.5,"액션이 괜찮았지만, 이 소재는 전 분야에 걸쳐 너무 많이 써먹었다. 게다가 이야기의 구조 역시 지겹도록 봤던 거다.",중립
유원진,3.5,신선한 액션영화,긍정
CGV,2,합이 좋은 액션으로 퉁치기에는 생략된 줄거리가 걸린다.,부정
챔🌊,3.5,"머리 비우고 보는 영화.
그저 그런 클리셰 액션",긍정
김병국,1,"이 작품이 재미 없는 이유.
관객이 스토리를 따라가야 하는데 감정선,개연성,작품성,캐릭터가 전부 이유 없이 움직임..
그래서 볼 이유가 없어짐..",부정
Moony,1,초반에는 좋았는데..머멘토와 본시리즈에 존윅까지 짬뽕시킨.. 머 몇몇 더 베낀 미장센들이 많아서....이래서 한국영활 안보지. 독창적이지 못하고 연기들도 이상하고.,부정
이현진,3.5,"재미는 있다. 액션도 이 정도면 나쁘지 않은 편이고. 근데 가장 중요한 '어떻게 유체 이탈을 해대며, 왜 몸이 바뀌는가'에 대한 설명은 그냥 물음표로 남겨두는 시점에서 영화에는 큰 구멍이 생기고 만다. 그냥 약물의 부작용으로 퉁치기에는 너무 큰 문제이며, 영화의 기본을 흔드는 요소이기 때문이다. 그 부분을 해소했다면 좀 더 재밌게 볼 수 있지 않았을까 싶다. 헐리우드에서 사갔다는 이야기를 들었는데 잘 보완해서 나오겠지?",긍정
마니아#,3,복잡한 스토린데도 집중이 잘됐다,긍정
안원철,2.5,박진감은 넘치는데...그래서 뭐???,중립
류크 김박봉나,1,"1. 어쩌라는건지

2. 제발 손이랑 발부터 부러뜨리고 시작하자 제발 부탁할게 ㅠㅠ

3. 노숙자님의 사명감은 어디서 온 걸까?

4. 패션에 전혀 관심없던 고등or대학생이 하라주쿠 같은 보세 옷가게에서 삐끼들이 추천해주는 옷을 입고 '야 진짜 잘 어울린다'류의 소리를 들으며 옷을 잔뜩 구매한뒤 매장을 나오며 문에 비춰지는 자신을 보며 '이정도면 깔쌈한데?'라는 생각을 하는 느낌 : 박용우, 윤계상

5. 목도리 여성 : 이 영화에서 제일 웃긴 포인트 중 하나",부정
박준혁,2,바이러스라니...,부정
미평,2.5,코난과 존윅도 웃고 지나간다.,중립
여채경,2,흥미로운 소재가 용두사미로,부정
돌발사태,2.5,그냥 설명하지 말지 그랬어.,중립
김인수,2,"초반의 미스테리함이
실체가 드러나면서 힘빠짐..",부정
Vonchio,2,"12시간 근무하고 퇴근하는 직장인의 비애가 느껴진다...
계상이는 복도 없지...",부정
맹다인,2,"아구우... 초반은 너무 난잡해서 끌까말까 한참 고민하다가,

도대체 이게 뭐지하고 어떻게 끝맺음하려고 그러지하다가,

'존 윅'액션 보여줄려고 그랬나보다...",부정
멍순사랑,2,혼이 들락날락하는 회사원인데??,부정
Ryan Kim,2,개연성이 떨어지면 재미라도...,부정
정대현,3,액션만은 볼만했지만..,긍정
Rustice Lee,1,새로운 음식으로서의 출발이었지만 좋지 않은 재료와 요리 방법.,부정
이소,2.5,"배우의 발음은 중요하다. 더구나 주연배우는..
액션영화라 해도 예외는 아니다. 잘생김보다는 전달력.",중립
대중과는 다른  감각의 영알못,3,"적당히 흥미롭고, 적당히 스릴 있고, 적당한 액션에 적당히 볼만한 오락영화.",긍정
fox,3,"이안~~  이한단어로 스토리를 정리할수있겠다.  너무뻔한 소재/ 헛방결말이라 평할수있을듯하다.

음  액션과 영화의 몰입감은 좋으나  너무뻔한스토리의 결말이라 아쉽다.
특히  주인공의 연기의 깊이가 아쉬우나 다른 조연배우들의 연기는좋았다 킬링타임용으로 좋으나 범죄의 도시급은 아닌듯하다.",긍정
손용훈,3,임지연 배우님 미모에 감탄하고…끝,긍정
오창혁,2,윤계상에게 빼앗긴 각자의 역할,부정
율임,4,기대 없이 봐서 그런지 모르겠지만 흥미진진하게 봤고 배우들 연기도 너무 좋았고 액션도 좋았다! 특히 박 실장 역할 맡은 배우 연기 굳굳 노숙자 역할 맡은 배우도 너무 웃겼고 제일 기억에 남는다ㅋㅋㅋㅋ핫도그와 고로케,긍정
샌디,2.5,중환자실에 마샬 스피커..,중립
김서갑,2,이해가 전혀 안되는 작품,부정
GuminLee,3,아쉬운 개연성.,긍정
원준,2.5,중반부부터 완성도가 좀 떨어졌지만 윤계상의 눈빛 연기가 너무 좋았다. 남의 집 쳐들어가서 싸울 때 주먹질 오가는 페이즈마다 사나워지는 눈빛 연기가 특히 좋았다.,중립
김형태,3,"뜨겁지도, 시원하지도 않은 미적지근함.",긍정
Sang Hoon  Bae,3.5,후반으로 갈수록 스토리가 막장으로 흘러가는 느낌이 있다.,긍정
박신영,1,핫도그,부정
영화를보는눈,2,한국의 <메멘토>를 기대했으나..,부정
세불사(세상 불만 많은 사람),3,"맷데이먼의 본 아이덴티티가 생각날 듯 하였으나,
잠깐의 흥미로 끝.
지루한 틈속 거지가 이끌어 가는 연기가 단연 최고.",긍정
영화보러 가는길,2.5,불친절함을 이해할 만큼의 만족감도 주지 못함.,중립
김승환,2,"“이안씨”라고 반복적으로 부르는 여주의 그 가냘픈 목소리만 어색하게 기억에 남는다.

추가) 나는 정확히 무엇이며, 내가 나임을 어떻게 증명하나에 대한 질문을 던져줌.",부정
sunny7,1.5,"신선한 소재
올드한 연출",부정
임세진,2.5,여러 명의 사람들이지만 핫도그는 하나,중립
후루둥,3.5,"어설프지만, 내 스타일이야~",긍정
Jay Lee,3,등장인물들의 쓰임새가 적당한 오락영화,긍정
mue,2,"앙꼬없는 찐빵같이
영화가 엑기스가 없다",부정
LP,2.5,"넷플릭스 8부작 드라마였으면 더 나았을까..
(박용우 연기력+ 몸 잘 쓰는 윤계상을 왜 이렇게밖에..)",중립
랄라,3,나름 긴박한 재미.,긍정
이정민,2,윤계상 연기 별로였어요,부정
groovie,2,뭔소리할려는지는 대충 알겠는데 먼소린지 모르겠다,부정
Timothy H,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
히아신스,2,핍진성의 결핍,부정
Lena,2.5,"긴박감은 있다. 스토리가 정리되는 느낌이 좀 부족해서, 유체이탈하는 주인공 따라 어지러이 떠밀려 다니는 느낌.",중립
ParkSohee,2,소재는 흥미로웠으나 영...,부정
한글별명,1.5,미국에서도 이렇게 막 쏘지는 않겠다.,부정
송굴뒹굴,2.5,"초반, 관객들에게 이 기묘한 상황을 설명해야하는 주연 배우의 어려운 미션. 윤계상에게 충분한 힘이 있다고 생각했는데 글쎄, 국어책 연기가 몰입을 방해했다.

에, 여기서? 꼬리에 꼬리를 물고, 계속해서 절묘하게 만나는 등장인물들이 개연성이 많이 떨어졌다. 소재는 신선하나, 그걸 엮어가는 이야기의 완성도는 떨어졌다.

그럼에도 불구하고 액션씬들은 좋았다. 카메라 무빙이나 속도감 있는 연출이 그것들을 잘 담아냈다고 생각.

전반적으로 무난무난하게 봤다. 다만, 음 근데 이 모든게 대체 왜? 벌어진거? 하는 아쉬움은 남는다.",중립
지이,2.5,"중반부까지 진짜 몰입 장난 아니었는데 유체 이탈을 하게 된 계기가 너무 뻔해서 허탈했음

개봉 전부터 헐리우드 리메이크 확정됐다 그래서 너무 기대를 했나보다",중립
쏘울핑거,2,배경음악만이 웅장할뿐...,부정
황대승,3,"소재도 신선했고, 액션도 괜찮았다.
(나름 막판가서는 존윅의 느낌이 좀...났지만)",긍정
준엽,2.5,스토리는 이해하기 어려웠다. 다만 후반부 액션의 쾌감은 만족.,중립
𝐩𝐢𝐜𝐧𝐢𝐜𝐤𝐞𝐫,4,"아.하. 이걸 몰랐네
별 1개 슬쩍
—
응! 재미있었다, 나는 만족 🙋🏻
여성 캐릭터도 꽤 맘에 들고
건액션 씬에서 우리 존 윅 형님 생각이 나기도 했지만
상관없이 별 4개, 그리고 나머지 별 1개는....!
우리 계상 배우님께 헌정 🤍💙🤍💙🤍
—
윤계상 배우님! 기대돼요! 지금 볼 거예요! 👀✨",긍정
Ilk,1.5,"코메딘가,",부정
Actinium,3,"영화를 지탱하는 탄탄함이 전혀 없다
헛돈다",긍정
김지온,1,"신선한 설정 꼭 이렇게 풀어가야만했나?
주인공의 혼란을 보여주듯 정신없이 돌아가는 앵글은 짜증이 났고 거지아저씨는 내용을 관객에게 충분히 설명하지 못할거 같아서 넣은 장치에 불과한것같다. 액션 봐줄만한거 빼곤 연기들도 그닥...약쟁이역할은 당분간 독전을 이기기 힘들지않을까싶다
숨겨진비밀도시시하고,  쓸데없이 피 많이튀긴다
걍 그닥..",부정
박만복,2,흥미로운 이야기가 현실에 대입되자 동시에 날아가버리는 개연성,부정
이고,2.5,"싱겁다.
연출과 편집에서 아쉬움이 남는다.
제한된 스토리벽이 확장성을 포기한듯한 느낌.",중립
영화 중년,3.5,"20211227 존윅의 액션에 신선한 소재, 개연성은 부족",긍정
hong,3,인과성은 별로 없지만 재밌게 잘 때려부시고 총쏨,긍정
김마치,3.5,"유체이탈하며 사건을 되짚어간다는 점에선 재미있게 봤음.
근데 사건 전체의 30퍼센트만 유체이탈로 설명하고, 70퍼는 영화 마지막에 와다다 설명한 건 아쉬운 점.",긍정
김원,2.5,돌리고 돌려 말하다가 비밀을 하나씩 풀어갈수록 흥미는 뚝뚝,중립
우정완,3,뭔가 아쉬운데 그게 뭔지 모르겠다...,긍정
방구석 영화광,2,"다른 곳에서 출발해도 같은 종착역
용두사미",부정
9roove,2,"노잼
액션씬만 볼만했다",부정
불타는나이타,3.5,연기력이 좋아서 나름 볼만은 하네요 ~,긍정
probohemia,3,수수께끼는 풀어주는게 아니라 직접 풀게 해줘야 제 맛인데…,긍정
왕밤빵,2,윤계상의 혼란한 고생 원기옥,부정
강명준,3,"적절한 재미, 타격감 있는 액션
빠른 진행으로 110분을 녹이는 킬링타임 영화",긍정
황혜진,2.5,액션의 액션에 의한 액션을 위한!,중립
캐스퍼,2,"초반 흥미진진한 소재와
중반까지 재밋는전개
후반부 액션까지 재밋음

2021.12.15",부정
흐시,2.5,2.7,중립
김형진,3,"가진게 매력적이라
훨씬 더 좋았을뻔 했는데
많이 아쉬운 영화

입체적이지 못한 빌런은 그냥 미친놈이고
잘 풀어나가던 스토리텔링은 왜 이렇게 갑자기 폭주하는 건지",긍정
박지훈,2.5,"참신한 소재, 식상한 전개",중립
이관렬,2.5,"짬뽕이지만 이정도면 과하지 않다.
신박한 아이디어도 질릴만한 타이밍에 기대이상의 수준높은 액션까지 나와준다.
적당한 강약조절이 숨은 강점으로 생각된다.",중립
진입금지,3,"소재도좋고, 액션도 좋은데, 2프로 부족한 무언가,,,, 드라마화하면 좋을듯",긍정
뽀로뽀로미,3,2021.12.23,긍정
나경인,2,"아저씨 조용해 핫도그
빵터짐",부정
Bluepond,2,황당하지만 킬링타임으로는 나쁘지 않은 영화,부정
김성현,3,"설정이 흥미로웠음.
이 설정을 영화 끝까지 잘 가져간것도 좋았음.
액션씬도 괜찮았음.
해피 엔딩도 좋고 배드 엔딩도 다 좋은데
애매하게 끝난 엔딩이 좀 아쉬움.",긍정
말이안통하네뜨,3,액션씬은 좋았음.,긍정
lowfunk,2.5,"재질은 TV 특집 드라마 느낌
액션은 초반에 꽤나 멋진게 있었는데 갈수록 텐션이 떨어지고 어긋나고 쫄깃하지 못한 액션들
뭔가 강할것 같던 조연들은 무슨 낙엽 사라지듯 쓰여지고
재밌을것 같은 소재가 맥없이 풀려 사라진 느낌이었다",중립
박지상,2,"마약성 진통제(펜타닐)이 세상을 뜨겁게 때운 적이 있다, 펜타닐은 치아도 녹아내릴게 할 정도로 위험하고 중독성 강한 마약이라고 한다.
그거에 비교하면 중독성 없는 태국에서 만든 신종마약은 쎄봉하고 서비스로 12시간씩 타인의 삶을 맛보게 해준다니, 요놈 물건이네. 라는 생각과 타인의 삶을 엿보고 싶은 욕구가 생겼지만 마약 Fuk off! •개쌉소리처럼 그냥 개쌉소리같은 영화.",부정
orangesong,3,"뭔가 임팩트가 있을듯 하면서
그저그렇게",긍정
No Mad,2.5,"소재의 무게를 감당할 수 없는 감독의 역량.
오히려 소재에 끌려다니며 숨혈떡이는 모습.
그것을 스타일리쉬함으로 숨기려 하지만,
어디 그게 쉽나?

시나리오에서 '노숙자'(박지환 扮)를 조금 더 수다스럽고 액티브하게 창조했으면, 이야기는 예기치 않은 방향으로 훨씬 더 흥미롭게 흘러갔을 것이다.

2021.12.22.299",중립
다루끼오비끼,2,다른 연기파 배우 였으면 좀더 나았을까 영화 초반에는 그런 생각도 했는데 윤계상은 나름 고군분투 했고 영화 자체가 그냥 아쉽다,부정
Ki-doo Kyung,1.5,"핫도그에 PPL을 붙였어야지.
“아저씨 저에요, 명량 핫도그”",부정
나이스매니아,2.5,"음...
배우들이 아깝다 생각되는작품.
초반에 유체이탈이라는 신선함은
금방 사라지고 결국 재미없다라는
생각되게한 영화.",중립
소이,2,"허허허허허허허허허허허허허허헣
어릴때 쓴 소설을 다시 읽어보면 이런기분일까",부정
무비헌터,2,유체이탈의 이유가 뭐라고?,부정
박상호,3,"""스토리 없는 액션 영화""
- 작위적이고 진부하며 개연성을 찾아 볼 수 없었다. 그러나 깔끔한 인물 전환과 액션만큼은 인상깊었다.",긍정
좌포청종사관,2,"용두사미, 언뷰티 인사이드",부정
김민식,1,개같이부활,부정
김승환,2.5,"볼만하긴 했는데 뭔가 좀 아쉽다..
211221",중립
하면된다,2.5,스파이더맨: 노웨이홈 보다 (3주)빨리개봉했다.,중립
토캉,3,윤계상은 연기를 잘하는건가 못하는건가 알지를 못하겠네,긍정
은강💫🥔,1.5,"관객을 고려하지 않는 미스테리는 쓸모가 없다
변주를 줘봤자 제자리로 돌아오는 구시대식 플롯",부정
레드로빈,2.5,"이 좋은 소재를 이렇게 살리는 것도 능력이다싶음....
액션은 좋았음",중립
No.1 Jun K,2.5,액션만으론 봐줄만하다,중립
Novoiceariel,1,좋은 아이디어와 뻔한 스토리,부정
